No,CATEGORY,shortDesc,description,finish,featured,fallback_image,SKU,Name,Dimensions,Weight,Stock,ImageUrl
119,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPN.003,ROUND SLICE COFFEE TABLE,53 Cm + 39 Cm + 4 Cm,14,1,https://drive.google.com/uc?export=view&id=1RZZBQAxKnlr6naX6cr661ZJuXYangZl7
120,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.004,SLICE COFFEE TABLE,53 Cm + 39 Cm + 4 Cm,14,0,https://drive.google.com/uc?export=view&id=1QbrUuYhs8TxrhYRlHNWVEXNdY5pRyKBM
121,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.262.24,STOOL TOP POLISH,46 Cm + 24 Cm + 41 Cm,86,0,https://drive.google.com/uc?export=view&id=11a1l_t0gDV__ZMbk7OXix5TIdgDgJL5e
122,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPTN.001,EAST COFFEE TABLE,80 Cm + 48 Cm + 4 Cm,38,1,https://drive.google.com/uc?export=view&id=1misx17ZcL-mG34mlgg0zx1TtHcmxgXgf
123,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPTN.002,EAST COFFEE TABLE,80 Cm + 46 Cm + 4 Cm,30,0,https://drive.google.com/uc?export=view&id=1qOk1TDKm9s6kwpDm94ILUXwWP6TNsksd
124,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1005.23,STOOL FULL POLISH,32 Cm + 30 Cm + 40 Cm,65,0,https://drive.google.com/uc?export=view&id=1tLd_nwAesOomS1BHEceyYSffJDZwFUnB
125,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPTN.003,EAST COFFEE TABLE,77 Cm + 49 Cm + 4 Cm,30,1,https://drive.google.com/uc?export=view&id=1RYIrLexqcictq7IaCBjuRO1u0PIuZfbU
126,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1299.24,STOOL FULL POLISH,30 Cm + 28 Cm + 40 Cm,63,0,https://drive.google.com/uc?export=view&id=189eIICgswTja--F0JT4JV8VoseHz6pOH
127,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPTN.004,EAST COFFEE TABLE,77 Cm + 48 Cm + 4 Cm,30,1,https://drive.google.com/uc?export=view&id=1r-s_w0TajIPkWyVlZoPQCdNdTNR_dHAX
128,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1306.24,STOOL FULL POLISH,35 Cm + 35 Cm + 40 Cm,83,0,https://drive.google.com/uc?export=view&id=1P2MsQusOUEpkbNxR7P8dKyTKp2qggUjU
129,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.005,SLICE SIDE TABLE,40 Cm + 31 Cm + 4 Cm,9,1,https://drive.google.com/uc?export=view&id=1RuDZhryXtfbUcWq5uTI2XPJMr-F__I4m
130,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.006,SLICE SIDE TABLE,42 Cm + 34 Cm + 4 Cm,12,1,https://drive.google.com/uc?export=view&id=1JMNmJFDZ3KqzMBa6CC6b3RwN-YP4hS--
131,Seater,,,Semi-Gloss Polish,FALSE,,BFP.1865.22,STOOL FULL POLISH,34 Cm + 28 Cm + 46 Cm,85,1,https://drive.google.com/uc?export=view&id=1_RfOKCtgOL5wzVGtfzsWgdMQOZl2TXl8
132,Furniture,,,Semi-Gloss Polish,FALSE,,CFPTN.007,SLICE SIDE TABLE,36 Cm + 26 Cm + 4 Cm,9,1,https://drive.google.com/uc?export=view&id=1ejDAEV3-l_oh-d7xrkAM6mIkhlFEllzg
133,Furniture,,,Semi-Gloss Polish,FALSE,,CFPTN 008,SLICE SIDE TABLE,44 Cm + 34 Cm + 4 Cm,12,1,https://drive.google.com/uc?export=view&id=1rMcbq7xhIIvkg6v_Wa9WvQ9Ihnnki7km
134,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1429.22,STOOL FULL POLISH,44 Cm + 36 Cm + 45 Cm,146,0,https://drive.google.com/uc?export=view&id=1QRMPPjieyMjJUI-SeVVx0ci07xCChf5H
135,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.009,SLICE SIDE TABLE,36 Cm + 25 Cm + 4 Cm,9,1,https://drive.google.com/uc?export=view&id=1X1PMoY_UPPZda2HXPtUmaM28xK9Dd9kj
136,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.010,SLICE SIDE TABLE,44 Cm + 35 Cm + 4 Cm,12,1,https://drive.google.com/uc?export=view&id=1YnBzr2cZnqBOgNXCGLnZRbj8G7mYYg48
137,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1537.22,STOOL FULL POLISH,32 Cm + 32 Cm + 45 Cm,94,0,https://drive.google.com/uc?export=view&id=11wHyezRaLIfj-KORGv8FIbt6XqNx3l93
138,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.011,SLICE SIDE TABLE,42 Cm + 35 Cm + 4 Cm,10,1,https://drive.google.com/uc?export=view&id=1Ue_V72XcuR-OJhSwBco9syltExwfB7wu
139,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.515.24,STOOL FULL POLISH,30 Cm + 26 Cm + 40 Cm,57,0,https://drive.google.com/uc?export=view&id=1FEmkaDSouDBjmAsHXQAIrtwrOwtwbE_p
140,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.012,SLICE SIDE TABLE,42 Cm + 35 Cm + 4 Cm,12,1,https://drive.google.com/uc?export=view&id=1pKy3twlNjSj3C7Kp6anqVYn-35W0sQlW
141,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.520.24,STOOL FULL POLISH,35 Cm + 26 Cm + 45 Cm,80,1,https://drive.google.com/uc?export=view&id=13o1U5ZuwMje2kMDGxSh_2hblqTpT61iW
142,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPN.009,ROUND COFFEE TABLE,88 Cm + 53 Cm + 6 Cm,70,1,https://drive.google.com/uc?export=view&id=1iUmkp-qiLilIOx1jpghIO_qgq0yq6i0k
143,Seater,,,Semi-Gloss Polish,FALSE,,BFP.564.24,STOOL FULL POLISH,35 Cm + 29 Cm + 45 Cm,96,1,https://drive.google.com/uc?export=view&id=1SkefRlAn4OyZjy1TSIyNXL-csZ4ehaX3
144,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2289.23,ROUND COFFEE TABLE,80 Cm + 67 Cm + 5 Cm,51,1,https://drive.google.com/uc?export=view&id=1CYgjKHp08uyetS8sN0oCcde2PQ5eACA4
145,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPN.013,ROUND COFFEE TABLE,76 Cm + 68 Cm + 5 Cm,50,1,https://drive.google.com/uc?export=view&id=1Z0nVVwSvCnshMIKyAovHVYCecDPipQ66
146,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.12.23,EAST COFFEE TABLE,70 Cm + 43 Cm + 4 Cm,25,1,https://drive.google.com/uc?export=view&id=15CPXIAFQGCXD5Wkf2_-tCk76TBSB8fgA
147,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.32.23,EAST COFFEE TABLE,70 Cm + 42 Cm + 6 Cm,33,1,https://drive.google.com/uc?export=view&id=1tmj0D-0JVlI_LTAB8NR8gpTLHHmrvCen
148,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.455.24,STOOL FULL POLISH,34 Cm + 24 Cm + 46 Cm,79,1,https://drive.google.com/uc?export=view&id=1TDVbQz9pTrxNCwhY0wCGwaNGRW1xrYCf
149,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.31.23,EAST COFFEE TABLE,68 Cm + 44 Cm + 5.5 Cm,31,0,https://drive.google.com/uc?export=view&id=1z8WBjFz9fnnzapHoE_js8UxIFDSiOZox
150,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1332.23,STOOL FULL POLISH,41 Cm + 37 Cm + 45 Cm,137,0,https://drive.google.com/uc?export=view&id=1sroqw1v1-WU6dZqY3qXF42gRZm6FKB_5
151,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.1154.23,ROUND DINING TABLE,179 Cm + 143 Cm + 6 Cm,293,0,https://drive.google.com/uc?export=view&id=1IdnfvNybkwWEaqwNBNYvppVAM1cn-x93
152,Furniture,,,Semi-Gloss Polish,FALSE,,BK.243.22,STOOL SQUARE,30 Cm + 30 Cm + 40 Cm,90,0,https://drive.google.com/uc?export=view&id=1_2ksRYeKJXEE_TXwWtFjvudxBICZ-uxu
153,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.226.24,ROUND COFFEE TABLE,141 Cm + 114 Cm + 6 Cm,175,0,https://drive.google.com/uc?export=view&id=1EJMoLwENNhCZjWdIKSABMivH9hKvYEkp
154,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.557.24,ROUND COFFEE TABLE,57 Cm + 42 Cm + 4 Cm,15,0,https://drive.google.com/uc?export=view&id=1qZGQUlLXtve-DHagUnGxWZIVzs49LVox
155,Furniture,,,Semi-Gloss Polish,FALSE,,BK.234.22,STOOL SQUARE,30 Cm + 30 Cm + 40 Cm,90,0,https://drive.google.com/uc?export=view&id=1gDXktTE5P3qhAu84MlQsQrqMNk_uu_uW
156,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.556.24,ROUND COFFEE TABLE,58 Cm + 42 Cm + 4 Cm,15,0,https://drive.google.com/uc?export=view&id=1yDQlvNSh7a0dNek5fsPFn0iYK-f6A_Ck
157,Furniture,,,Semi-Gloss Polish,FALSE,,235.22,STOOL SQUARE,30 Cm + 30 Cm + 40 Cm,90,0,https://drive.google.com/uc?export=view&id=1eDxQhpmIufhticrqzKyiTqRrnyOfEc5b
158,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.558.24,ROUND COFFEE TABLE,56 Cm + 42 Cm + 4 Cm,16,0,https://drive.google.com/uc?export=view&id=178fC3Bg7lf2ik24lHqj2b6fByvY70Z3i
159,Seater,,,Semi-Gloss Polish,FALSE,,BK.240.22,STOOL SQUARE,30 Cm + 30 Cm + 40 Cm,93,1,https://drive.google.com/uc?export=view&id=1bp4sRhPenTRlHPPh2gKN0qmFg7gJ0EIp
160,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.543.24,ROUND COFFEE TABLE,61 Cm + 41 Cm + 4 Cm,16,0,https://drive.google.com/uc?export=view&id=1Ei6WtEkb_TvtZ0FE25FFmcNHhbGsBo6u
161,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.547.24,ROUND COFFEE TABLE,61 Cm + 42 Cm + 4 Cm,16,0,https://drive.google.com/uc?export=view&id=1Xr_gByjP-n0ig1CgrWxTDQBxYNW2cMow
162,Furniture,,,Semi-Gloss Polish,FALSE,,BK.255.22,STOOL SQUARE,32 Cm + 32 Cm + 45 Cm,118,0,https://drive.google.com/uc?export=view&id=1O6a6rhuVV5g4dvU6drCoxUd_VvOva2U-
163,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.545.24,ROUND COFFEE TABLE,58 Cm + 41 Cm + 4 Cm,15,0,https://drive.google.com/uc?export=view&id=1w7sOlaHFm40YPiNEybkKzUSXfIWcf6HD
164,Furniture,,,Semi-Gloss Polish,FALSE,,BK.256.22,STOOL SQUARE,32 Cm + 32 Cm + 45 Cm,119,0,https://drive.google.com/uc?export=view&id=1xAVAq7g8Dp6nxUoXq4LysciwrLjdAbUu
165,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2291.23,ROUND COFFEE TABLE,77 Cm + 75 Cm + 5 Cm,48,1,
166,Furniture,,,Semi-Gloss Polish,FALSE,,BK.257.22,STOOL SQUARE,32 Cm + 32 Cm + 45 Cm,120,0,https://drive.google.com/uc?export=view&id=1HEOXgp1hlqUMgXBizfkosB6GzT1l9sPq
167,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2292.23,ROUND COFFEE TABLE,76 Cm + 74 Cm + 5.5 Cm,48,1,https://drive.google.com/uc?export=view&id=13IZc4yLOqLeErJBuIRvEsJBpoTRVoay4
168,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.2297.23,ROUND COFFEE TABLE,78 Cm + 74 Cm + 5 Cm,48,0,https://drive.google.com/uc?export=view&id=1XvGz-nDUPG1cXYQ36KgNV9w2TkGPOdIO
169,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2313.23,ROUND COFFEE TABLE,78 Cm + 77 Cm + 5 Cm,50,1,https://drive.google.com/uc?export=view&id=17iFyTRL4LgnO_3gPtQSuyjbp_ynyyq2w
170,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.348.23,STOOL FULL POLISH,37 Cm + 31 Cm + 50 Cm,106,0,https://drive.google.com/uc?export=view&id=1E0IlrI_29MbrUi54lichdr2xDZEW0qH1
171,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.5.23,EAST COFFEE TABLE,68 Cm + 42 Cm + 4 Cm,27,0,https://drive.google.com/uc?export=view&id=1Ov31VCAKaOeeQYLogA9kAMB0kmOMW-Pv
172,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.28.23,EAST COFFEE TABLE,70 Cm + 43 Cm + 4 Cm,25,0,https://drive.google.com/uc?export=view&id=1hOaDEC3NdDByXA4gMtGeg-LKPNN_t4Ab
173,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.445.23,STOOL FULL POLISH,35 Cm + 30 Cm + 50 Cm,102,0,https://drive.google.com/uc?export=view&id=1rk6bXsDq8he0BhiDMZQsQULxzYaub7d9
174,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.4.23,EAST COFFEE TABLE,70 Cm + 44 Cm + 5 Cm,29,0,https://drive.google.com/uc?export=view&id=1GgSfX37GDsQz_jIIb00AnldDjcvA14wk
175,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.368.23,STOOL FULL POLISH,36 Cm + 30 Cm + 50 Cm,108,0,https://drive.google.com/uc?export=view&id=17Aloq6_sPmp0KFebJfcibksRMLCtCval
176,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.014,SLICE SIDE TABLE,28 Cm + 24 Cm + 2 Cm,3,1,https://drive.google.com/uc?export=view&id=1aVRXEYTd9QI1Yk1iSdKKhAvkqC0Ubb8v
177,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.015,SLICE SIDE TABLE,28 Cm + 26 Cm + 2 Cm,3,1,https://drive.google.com/uc?export=view&id=1GuZBCwvii-VQg93GMmiboUOG0Gi5qCi4
178,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.016,SLICE SIDE TABLE,28 Cm + 26 Cm + 2 Cm,3,1,https://drive.google.com/uc?export=view&id=10PX_dK0DqmyVWTLG788Ik31HW7JQ7ugY
179,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.006,STOOL FULL POLISH,36 Cm + 31 Cm + 45 Cm,96,0,https://drive.google.com/uc?export=view&id=1-hAhN-FBWHjYfNX3LdDthGNRIw2mIqJg
180,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1274.24,PALM COFFEE TABLE,58 Cm + 50 Cm + 4 Cm,23,0,https://drive.google.com/uc?export=view&id=1cU2W-7BSpjKOLfrd4DGz0grlZAcvvwUm
181,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.007,STOOL FULL POLISH,40 Cm + 30 Cm + 46 Cm,93,0,https://drive.google.com/uc?export=view&id=1JhooYXIKfEhtcn_6O5Ogyjsl6MONXR7f
182,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1271.24,PALM COFFEE TABLE,59 Cm + 52 Cm + 4 Cm,23,0,https://drive.google.com/uc?export=view&id=1jU9ygHXNsL-1u9bCj8-UJyftTXEuMf11
183,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.008,STOOL FULL POLISH,35 Cm + 27 Cm + 40 Cm,49,0,https://drive.google.com/uc?export=view&id=1SY_8Lqd692wlDuC1Q2BbfVjckyAV9J5F
184,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1272.24,PALM COFFEE TABLE,54 Cm + 44 Cm + 4 Cm,18,0,https://drive.google.com/uc?export=view&id=1EQ5zfEz3AQDXxVn2PHtuvPj2bVxfPNMG
185,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.009,STOOL FULL POLISH,32 Cm + 25 Cm + 39 Cm,42,0,https://drive.google.com/uc?export=view&id=1w2U1m5DCDn_RXEEaPKQTKeCREyMp0xx4
186,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.017,SLICE SIDE TABLE,36 Cm + 28 Cm + 3 Cm,6,1,https://drive.google.com/uc?export=view&id=1rU2yyl44wrEbMy98TjX2UpTHiX2KKO_B
187,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.018,SLICE SIDE TABLE,42 Cm + 35 Cm + 3.5 Cm,8,1,https://drive.google.com/uc?export=view&id=1cqq3j0fpaAgrvqKIjyXt0k60-6FdMpsM
188,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.019,SLICE SIDE TABLE,35 Cm + 26 Cm + 3.5 Cm,6,1,https://drive.google.com/uc?export=view&id=171xZ5yiRb_SakjxfB1JsTmjmj2RgYFET
189,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.010,STOOL FULL POLISH,29 Cm + 25 Cm + 38 Cm,47,1,https://drive.google.com/uc?export=view&id=1rkp2wKLJvXqYZQSzD_z2gonz-hLc3XU4
190,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.,SLICE SIDE TABLE,42 Cm + 35 Cm + 4 Cm,10,1,https://drive.google.com/uc?export=view&id=1h5GGqIueQZLLey4c1SDEXTSvsx-FFO_g
191,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.011,STOOL FULL POLISH,36 Cm + 31 Cm + 50 Cm,98,1,https://drive.google.com/uc?export=view&id=1k32Dji3P1588ns-3yjAnD76mufSaKlCg
192,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.021,SLICE SIDE TABLE,37 Cm + 27 Cm + 3.5 Cm,6,1,https://drive.google.com/uc?export=view&id=12xyPQYL3UgvJ_9-XVrL8ha6Y_2aJWTSH
193,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.022,SLICE SIDE TABLE,43 Cm + 33 Cm + 4 Cm,10,1,https://drive.google.com/uc?export=view&id=1wxNyRVlLvrxAOdOj9zBSR033ZG2mf-oA
194,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1888.22,STOOL FULL POLISH,38 Cm + 35 Cm + 41 Cm,105,0,https://drive.google.com/uc?export=view&id=1o72wmTqPYysRzZIy_Qe3fV3MZn7dZddn
195,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.795.24,ROUND COFFEE TABLE,66 Cm + 59 Cm + 4 Cm,30,0,https://drive.google.com/uc?export=view&id=18spbOA3dOfrOOd-7cRtEom8nHBGyKQdG
196,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.794.24,ROUND COFFEE TABLE,66 Cm + 60 Cm + 4 Cm,34,0,https://drive.google.com/uc?export=view&id=1egThlrHP0ha245R6Ly68PGkSe5yOsSHW
197,Dining Room,,,Semi-Gloss Polish,FALSE,,SBTP.1220.22,ROUND DINING TABLE,172 Cm + 135 Cm + 6 Cm,230,1,https://drive.google.com/uc?export=view&id=1AX59QYCAhWEyWYMzieSbxpyQov37yUSj
198,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.187.23,PALM COFFEE TABLE,70 Cm + 60 Cm + 4 Cm,34,0,https://drive.google.com/uc?export=view&id=12lNvmN6mj58HywBnYZXwtyeM2n7xJobO
199,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.189.23,PALM COFFEE TABLE,63 Cm + 55 Cm + 4 Cm,27,0,https://drive.google.com/uc?export=view&id=1sQzL5rnaVkiD9sYBYj6UBh2mwpqDOGYE
200,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.186.23,PALM COFFEE TABLE,60 Cm + 55 Cm + 4 Cm,30,0,https://drive.google.com/uc?export=view&id=1GROyRYghQIOmMQptDFRS7M4Bq3kZnYs4
201,Furniture,,,Semi-Gloss Polish,FALSE,,BTPN.011,STOOL TOP POLISH,34 Cm + 33 Cm + 45 Cm,88,0,https://drive.google.com/uc?export=view&id=1Al0O_nuSTupIMKK49Of71iEG7bvjZrGc
202,Furniture,,,Semi-Gloss Polish,FALSE,,SBTPT.2.23,EAST COFFEE TABLE,99 Cm + 86 Cm + 20 Cm,282,0,https://drive.google.com/uc?export=view&id=17WTIYmUdk0lukBCdORnRI9BK4ZPENRXN
203,Furniture,,,Semi-Gloss Polish,FALSE,,SBTPT.6.23,EAST COFFEE TABLE,99 Cm + 86 Cm + 20 Cm,268,0,https://drive.google.com/uc?export=view&id=1ejZBOy6UyxXUOyiotuOkoToXk7UVwaqp
204,Furniture,,,Semi-Gloss Polish,FALSE,,BKSN.001,BACKREST,60 Cm + 57 Cm + 69 Cm,266,0,https://drive.google.com/uc?export=view&id=1VyeneCRoisPIJIpnIjbymZUJnr0nTdJo
205,Furniture,,,Semi-Gloss Polish,FALSE,,BKSN.002,BACKREST,58 Cm + 57 Cm + 73 Cm,260,0,https://drive.google.com/uc?export=view&id=1ig5NBOyrpPcgefIH1dlY5AlO67x-FLLK
206,Furniture,,,Semi-Gloss Polish,FALSE,,BKSN.003,BACKREST,60 Cm + 56 Cm + 70 Cm,270,-1,https://drive.google.com/uc?export=view&id=1MuiI1ds1gDkOfsQbB7l9DMzNI56opewx
207,Furniture,,,Semi-Gloss Polish,FALSE,,BKSN.004,PW BACKREST,61 Cm + 56 Cm + 71 Cm,318,0,https://drive.google.com/uc?export=view&id=1jehWI1qeph1iep8WqSTkaNqhYBHz4zAL
208,Furniture,,,Semi-Gloss Polish,FALSE,,BKSN.005,BACKREST,63 Cm + 61 Cm + 73 Cm,319,0,https://drive.google.com/uc?export=view&id=1FHPxtpcqzx-dEuNofnUDBZJaZm8MPtP5
209,Furniture,,,Semi-Gloss Polish,FALSE,,BKSN.006,BACKREST,63 Cm + 60 Cm + 70 Cm,328,0,https://drive.google.com/uc?export=view&id=19cgZa9hBe3conO6oizPkijPxfgFESFej
210,Bathub,,,Semi-Gloss Polish,FALSE,,WSTT.5.24,PEDESTAL SINK,48 Cm + 41 Cm + 91 Cm,262,0,https://drive.google.com/uc?export=view&id=1jdywr9IZUPBrTd6YNGeM6b5Z7hVcPen1
211,Bathub,,,Semi-Gloss Polish,FALSE,,WSTT.2.24,PEDESTAL SINK,44 Cm + 36 Cm + 90 Cm,170,0,https://drive.google.com/uc?export=view&id=15wtULgg6ctijp1Iyj10CG2bmrjKmFOQE
212,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.799.24,ROUND COFFEE TABLE,67 Cm + 58 Cm + 4 Cm,37,0,https://drive.google.com/uc?export=view&id=1XfWrFpfrHtx_sYr70ZTU4XNzh-k-7w-B
213,Bathub,,,Semi-Gloss Polish,FALSE,,WSTT.7.24,PEDESTAL SINK,47 Cm + 39 Cm + 91 Cm,210,1,https://drive.google.com/uc?export=view&id=1B2ysU0SUCW3vMp7GssqpxnOtP9meX3P5
214,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.797.24,ROUND COFFEE TABLE,67 Cm + 60 Cm + 4.5 Cm,36,0,https://drive.google.com/uc?export=view&id=1Yt2XIFmjfcu2DDN_EP_SCbEBB1_D0kko
215,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.626.24,EAST COFFEE TABLE,78 Cm + 47 Cm + 4.5 Cm,29,0,https://drive.google.com/uc?export=view&id=1yFqGfC3ukgol7388jpoZGFkRI87Rvi7L
216,Bathub,,,Semi-Gloss Polish,FALSE,,WSTT.9.24,PEDESTAL SINK,51 Cm + 37 Cm + 91 Cm,248,1,https://drive.google.com/uc?export=view&id=1zds75D2qaHPmI-oFWxkfRV93d7_lYBXH
217,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.645.24,EAST COFFEE TABLE,76 Cm + 47 Cm + 4.5 Cm,28,1,https://drive.google.com/uc?export=view&id=17wD77jn3f3zlVIRH5wvL53g192NkHiDq
218,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.1155.23,ROUND DINING TABLE,180 Cm + 146 Cm + 6 Cm,293,0,https://drive.google.com/uc?export=view&id=16-VIJvmeiwRQ4QFJWIEbLUrcir3CjcLU
219,Dining Room,,,Semi-Gloss Polish,FALSE,,SBTP.465.24,GIANT DINING TABLE,234 Cm + 137 Cm + 6 Cm,343,-1,https://drive.google.com/uc?export=view&id=1eFM3dkIjnnVjVW4H3Uz3CcgVIxK7zDHN
220,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.445.24,PALM COFFEE TABLE,49 Cm + 42 Cm + 3 Cm,12,1,https://drive.google.com/uc?export=view&id=109YH-reMXbNt2AvkxWdOzKTe_NHIn1WB
221,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.455.24,PALM COFFEE TABLE,51 Cm + 43 Cm + 4 Cm,18,1,https://drive.google.com/uc?export=view&id=1Z4ad-Xh3baC0dR5-Q4CkA1kz8OI3qQQ3
222,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.453.24,PALM COFFEE TABLE,50 Cm + 41 Cm + 3 Cm,12,1,https://drive.google.com/uc?export=view&id=1SQSxfoPkIAyXQZvl5REXDELx2huIWPaW
223,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.426.24,PALM COFFEE TABLE,47 Cm + 41 Cm + 4 Cm,16,1,https://drive.google.com/uc?export=view&id=1PUmRaxPgfYYAiFi-TY3IyrHJvIsXfR5e
224,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.458.24,PALM COFFEE TABLE,46 Cm + 40 Cm + 3 Cm,11,1,https://drive.google.com/uc?export=view&id=1g09pYQWvXtR1BRpwITBpI8L-exOEdKUg
225,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.446.24,PALM COFFEE TABLE,48 Cm + 41 Cm + 4 Cm,15,1,https://drive.google.com/uc?export=view&id=1FQVcqIB3TKPvVB6T6beGxXxiu62RkFa0
226,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.1159.23,ROUND DINING TABLE,180 Cm + 144 Cm + 6 Cm,274,0,https://drive.google.com/uc?export=view&id=1JKh9UqECWVEaJ6tKThy-RhCOcuWnRNcA
227,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.717.24,ROUND COFFEE TABLE,93 Cm + 67 Cm + 6 Cm,70,1,
228,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.222.24,ROUND COFFEE TABLE,96 Cm + 67 Cm + 6 Cm,66,1,https://drive.google.com/uc?export=view&id=1mnFC51PRbCRQ8uwTnap57iMHvRX_2hPP
229,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.1192.21,ROUND COFFEE TABLE,52 Cm + 46 Cm + 5 Cm,24,0,https://drive.google.com/uc?export=view&id=1jRjv-0M1_XcrVbKWEDA_yl8ajkUGzziF
230,Dining Room,,,Semi-Gloss Polish,TRUE,,145.23,DINING TABLE,300 Cm + 122 Cm + 7 Cm,590,1,https://drive.google.com/uc?export=view&id=1xj4Tl7m0UAJKh6UjrRDM3_zEi2JcxEPl
231,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.147.22,CONSOLE TOP POLISH,173 Cm + 50 Cm + 4 Cm,107,0,https://drive.google.com/uc?export=view&id=1fArUMc26bs8sKKzhwVqbYWhS9120CK1q
232,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.135.24,CONSOLE FULL POLISH,216 Cm + 51 Cm + 4 Cm,102,0,https://drive.google.com/uc?export=view&id=1ZGK6n9d9BDLereSAXfiqlNOZGV0YelKU
